528 167 485.76 153.64
528 167 485.76 153.64
171 236 157.32 217.12
170 236 156.4 217.12
170 236 156.4 217.12
169 238 155.48 218.96
170 236 156.4 217.12
171 236 157.32 217.12
174 232 160.08 213.44
175 232 161.0 213.44
184 229 169.28 210.68
189 227 173.88 208.84
199 223 183.08 205.16
204 222 187.68 204.24
216 216 198.72 198.72
223 213 205.16 195.96
233 206 214.36 189.52
240 202 220.8 185.84
247 193 227.24 177.56
250 190 230.0 174.8
252 187 231.84 172.04
254 183 233.68 168.36
254 178 233.68 163.76
277 144 254.84 132.48
282 141 259.44 129.72
284 145 261.28 133.4
289 140 265.88 128.8
295 143 271.4 131.56
295 148 271.4 136.16
297 156 273.24 143.52
300 155 276.0 142.6
308 153 283.36 140.76
309 152 284.28 139.84
314 147 288.88 135.24
307 150 282.44 138.0
309 152 284.28 139.84
312 147 287.04 135.24
314 143 288.88 131.56
318 137 292.56 126.04
320 133 294.4 122.36
329 126 302.68 115.92
333 119 306.36 109.48
338 100 310.96 92.0
336 93 309.12 85.56
329 85 302.68 78.2
324 81 298.08 74.52
324 82 298.08 75.44
324 84 298.08 77.28
324 84 298.08 77.28
324 81 298.08 74.52
327 72 300.84 66.24
329 70 302.68 64.4
328 59 301.76 54.28
326 52 299.92 47.84
311 38 286.12 34.96
275 25 253.0 23.0
256 22 235.52 20.24
232 18 213.44 16.56
225 17 207.0 15.64
213 15 195.96 13.8
206 17 189.52 15.64
197 14 181.24 12.88
197 14 181.24 12.88
197 14 181.24 12.88
199 12 183.08 11.04
192 16 176.64 14.72
189 17 173.88 15.64
180 16 165.6 14.72
171 19 157.32 17.48
150 22 138.0 20.24
140 23 128.8 21.16
125 25 115.0 23.0
117 27 107.64 24.84
113 28 103.96 25.76
90 43 82.8 39.56
77 53 70.84 48.76
54 72 49.68 66.24
39 85 35.88 78.2
14 117 12.88 107.64
4 131 3.68 120.52
8 159 7.36 146.28
5 173 4.6 159.16
-8 186 -7.36 171.12
-8 193 -7.36 177.56
-3 206 -2.76 189.52
2 212 1.84 195.04
12 218 11.04 200.56
14 217 12.88 199.64
22 220 20.24 202.4
24 218 22.08 200.56
24 219 22.08 201.48
25 221 23.0 203.32
26 220 23.92 202.4
29 223 26.68 205.16
33 225 30.36 207.0
34 229 31.28 210.68
37 231 34.04 212.52
41 233 37.72 214.36
43 234 39.56 215.28
48 236 44.16 217.12
50 237 46.0 218.04
63 242 57.96 222.64
67 243 61.64 223.56
72 244 66.24 224.48
75 245 69.0 225.4
77 246 70.84 226.32
77 247 70.84 227.24
80 247 73.6 227.24
82 249 75.44 229.08
83 251 76.36 230.92
90 252 82.8 231.84
93 254 85.56 233.68
98 255 90.16 234.6
103 256 94.76 235.52
108 255 99.36 234.6
115 255 105.8 234.6
128 250 117.76 230.0
137 248 126.04 228.16
149 244 137.08 224.48
153 245 140.76 225.4
161 245 148.12 225.4
165 243 151.8 223.56
181 243 166.52 223.56
190 240 174.8 220.8
194 238 178.48 218.96
198 235 182.16 216.2
201 233 184.92 214.36
212 227 195.04 208.84
218 224 200.56 206.08
233 215 214.36 197.8
239 210 219.88 193.2
248 201 228.16 184.92
251 197 230.92 181.24
257 187 236.44 172.04
257 184 236.44 169.28
265 170 243.8 156.4
272 160 250.24 147.2
286 144 263.12 132.48
289 149 265.88 137.08
293 163 269.56 149.96
295 169 271.4 155.48
302 165 277.84 151.8
315 152 289.8 139.84
322 145 296.24 133.4
329 131 302.68 120.52
330 121 303.6 111.32
334 95 307.28 87.4
328 80 301.76 73.6
305 51 280.6 46.92
292 41 268.64 37.72
271 28 249.32 25.76
256 26 235.52 23.92
224 23 206.08 21.16
207 22 190.44 20.24
184 23 169.28 21.16
177 23 162.84 21.16
171 23 157.32 21.16
164 22 150.88 20.24
155 21 142.6 19.32
153 19 140.76 17.48
153 18 140.76 16.56
148 18 136.16 16.56
145 19 133.4 17.48
128 25 117.76 23.0
117 31 107.64 28.52
91 51 83.72 46.92
80 58 73.6 53.36
60 76 55.2 69.92
50 84 46.0 77.28
36 102 33.12 93.84
29 112 26.68 103.04
17 136 15.64 125.12
13 146 11.96 134.32
11 160 10.12 147.2
6 165 5.52 151.8
3 170 2.76 156.4
2 175 1.84 161.0
1 179 0.92 164.68
0 187 0.0 172.04
-3 194 -2.76 178.48
-1 205 -0.92 188.6
-1 209 -0.92 192.28
2 215 1.84 197.8
4 219 3.68 201.48
6 225 5.52 207.0
7 227 6.44 208.84
9 230 8.28 211.6
8 232 7.36 213.44
9 233 8.28 214.36
9 233 8.28 214.36
13 236 11.96 217.12
12 237 11.04 218.04
12 237 11.04 218.04
11 237 10.12 218.04
11 237 10.12 218.04
11 237 10.12 218.04
13 235 11.96 216.2
13 235 11.96 216.2
13 235 11.96 216.2
13 234 11.96 215.28
15 235 13.8 216.2
14 236 12.88 217.12
