111.32 60.72 102.4144 55.8624
103.04 54.28 94.7968 49.9376
99.36 53.36 91.4112 49.0912
93.84 48.76 86.3328 44.8592
89.24 46.92 82.1008 43.1664
80.96 42.32 74.4832 38.9344
77.28 41.4 71.0976 38.088
69.0 38.64 63.48 35.5488
66.24 36.8 60.9408 33.856
60.72 34.96 55.8624 32.1632
52.44 35.88 48.2448 33.0096
47.84 36.8 44.0128 33.856
40.48 37.72 37.2416 34.7024
37.72 37.72 34.7024 34.7024
31.28 39.56 28.7776 36.3952
28.52 42.32 26.2384 38.9344
22.08 46.0 20.3136 42.32
19.32 48.76 17.7744 44.8592
14.72 53.36 13.5424 49.0912
11.96 55.2 11.0032 50.784
7.36 60.72 6.7712 55.8624
6.44 63.48 5.9248 58.4016
4.6 68.08 4.232 62.6336
1.84 71.76 1.6928 66.0192
-1.84 77.28 -1.6928 71.0976
-4.6 85.56 -4.232 78.7152
-6.44 90.16 -5.9248 82.9472
-10.12 98.44 -9.3104 90.5648
-10.12 103.96 -9.3104 95.6432
-11.96 114.08 -11.0032 104.9536
-14.72 122.36 -13.5424 112.5712
-15.64 138.0 -14.3888 126.96
-15.64 144.44 -14.3888 132.8848
-16.56 158.24 -15.2352 145.5808
-16.56 162.84 -15.2352 149.8128
-16.56 171.12 -15.2352 157.4304
-16.56 173.88 -15.2352 159.9696
-16.56 179.4 -15.2352 165.048
-17.48 182.16 -16.0816 167.5872
-17.48 188.6 -16.0816 173.512
-17.48 194.12 -16.0816 178.5904
-15.64 203.32 -14.3888 187.0544
-15.64 216.2 -14.3888 198.904
-14.72 220.8 -13.5424 203.136
-12.88 232.76 -11.8496 214.1392
-12.88 238.28 -11.8496 219.2176
-11.96 253.0 -11.0032 232.76
-9.2 261.28 -8.464 240.3776
-6.44 275.08 -5.9248 253.0736
-4.6 281.52 -4.232 258.9984
-0.92 296.24 -0.8464 272.5408
-0.92 301.76 -0.8464 277.6192
3.68 313.72 3.3856 288.6224
3.68 319.24 3.3856 293.7008
7.36 333.96 6.7712 307.2432
9.2 340.4 8.464 313.168
12.88 355.12 11.8496 326.7104
18.4 368.92 16.928 339.4064
21.16 377.2 19.4672 347.024
26.68 392.84 24.5456 361.4128
29.44 399.28 27.0848 367.3376
36.8 414.92 33.856 381.7264
38.64 422.28 35.5488 388.4976
45.08 435.16 41.4736 400.3472
47.84 442.52 44.0128 407.1184
55.2 458.16 50.784 421.5072
60.72 466.44 55.8624 429.1248
67.16 483.0 61.7872 444.36
71.76 490.36 66.0192 451.1312
78.2 501.4 71.944 461.288
80.96 506.0 74.4832 465.52
86.48 516.12 79.5616 474.8304
89.24 521.64 82.1008 479.9088
95.68 530.84 88.0256 488.3728
102.12 540.04 93.9504 496.8368
104.88 544.64 96.4896 501.0688
113.16 555.68 104.1072 511.2256
116.84 559.36 107.4928 514.6112
124.2 569.48 114.264 523.9216
127.88 575.0 117.6496 529.0
137.08 585.12 126.1136 538.3104
142.6 588.8 131.192 541.696
151.8 598.92 139.656 551.0064
154.56 602.6 142.1952 554.392
165.6 609.96 152.352 561.1632
168.36 614.56 154.8912 565.3952
181.24 622.84 166.7408 573.0128
184.92 625.6 170.1264 575.552
196.88 631.12 181.1296 580.6304
206.08 634.8 189.5936 584.016
209.76 636.64 192.9792 585.7088
217.12 638.48 199.7504 587.4016
219.88 639.4 202.2896 588.248
226.32 638.48 208.2144 587.4016
229.08 639.4 210.7536 588.248
233.68 637.56 214.9856 586.5552
237.36 637.56 218.3712 586.5552
243.8 635.72 224.296 584.8624
248.4 634.8 228.528 584.016
254.84 631.12 234.4528 580.6304
257.6 629.28 236.992 578.9376
262.2 624.68 241.224 574.7056
264.04 623.76 242.9168 573.8592
267.72 620.08 246.3024 570.4736
269.56 614.56 247.9952 565.3952
275.08 611.8 253.0736 562.856
278.76 606.28 256.4592 557.7776
280.6 601.68 258.152 553.5456
284.28 596.16 261.5376 548.4672
284.28 592.48 261.5376 545.0816
287.04 583.28 264.0768 536.6176
289.8 577.76 266.616 531.5392
294.4 564.88 270.848 519.6896
294.4 559.36 270.848 514.6112
295.32 547.4 271.6944 503.608
296.24 543.72 272.5408 500.2224
298.08 534.52 274.2336 491.7584
297.16 530.84 273.3872 488.3728
298.08 526.24 274.2336 484.1408
299.0 521.64 275.08 479.9088
299.0 511.52 275.08 470.5984
299.92 498.64 275.9264 458.7488
299.0 493.12 275.08 453.6704
299.0 479.32 275.08 440.9744
298.08 473.8 274.2336 435.896
296.24 463.68 272.5408 426.5856
297.16 461.84 273.3872 424.8928
295.32 458.16 271.6944 421.5072
295.32 454.48 271.6944 418.1216
292.56 448.96 269.1552 413.0432
291.64 442.52 268.3088 407.1184
291.64 431.48 268.3088 396.9616
290.72 427.8 267.4624 393.576
288.88 414.92 265.7696 381.7264
287.04 406.64 264.0768 374.1088
283.36 391.0 260.6912 359.72
281.52 378.12 258.9984 347.8704
279.68 369.84 257.3056 340.2528
275.08 356.04 253.0736 327.5568
275.08 339.48 253.0736 312.3216
268.64 333.04 247.1488 306.3968
264.04 317.4 242.9168 292.008
261.28 310.96 240.3776 286.0832
257.6 294.4 236.992 270.848
253.92 285.2 233.6064 262.384
247.48 268.64 227.6816 247.1488
244.72 262.2 225.1424 241.224
239.2 247.48 220.064 227.6816
235.52 241.04 216.6784 221.7568
228.16 224.48 209.9072 206.5216
225.4 218.04 207.368 200.5968
217.12 201.48 199.7504 185.3616
213.44 194.12 196.3648 178.5904
206.08 179.4 189.5936 165.048
201.48 171.12 185.3616 157.4304
191.36 156.4 176.0512 143.888
182.16 140.76 167.5872 129.4992
178.48 134.32 164.2016 123.5744
167.44 120.52 154.0448 110.8784
162.84 114.08 149.8128 104.9536
151.8 100.28 139.656 92.2576
147.2 94.76 135.424 87.1792
136.16 83.72 125.2672 77.0224
130.64 77.28 120.1888 71.0976
120.52 68.08 110.8784 62.6336
115.92 64.4 106.6464 59.248
104.88 56.12 96.4896 51.6304
99.36 52.44 91.4112 48.2448
90.16 46.92 82.9472 43.1664
84.64 43.24 77.8688 39.7808
75.44 39.56 69.4048 36.3952
66.24 36.8 60.9408 33.856
63.48 36.8 58.4016 33.856
56.12 35.88 51.6304 33.0096
52.44 36.8 48.2448 33.856
45.08 35.88 41.4736 33.0096
41.4 36.8 38.088 33.856
34.96 38.64 32.1632 35.5488
30.36 40.48 27.9312 37.2416
21.16 46.0 19.4672 42.32
17.48 49.68 16.0816 45.7056
11.04 54.28 10.1568 49.9376
9.2 57.96 8.464 53.3232
2.76 66.24 2.5392 60.9408
1.84 70.84 1.6928 65.1728
-2.76 78.2 -2.5392 71.944
-4.6 82.8 -4.232 76.176
-6.44 89.24 -5.9248 82.1008
-10.12 94.76 -9.3104 87.1792
-10.12 99.36 -9.3104 91.4112
-11.96 104.88 -11.0032 96.4896
-11.96 107.64 -11.0032 99.0288
-13.8 115.0 -12.696 105.8
-12.88 118.68 -11.8496 109.1856
-14.72 124.2 -13.5424 114.264
-15.64 127.88 -14.3888 117.6496
-16.56 137.08 -15.2352 126.1136
-17.48 139.84 -16.0816 128.6528
-17.48 148.12 -16.0816 136.2704
-17.48 153.64 -16.0816 141.3488
-17.48 163.76 -16.0816 150.6592
-16.56 168.36 -15.2352 154.8912
-18.4 181.24 -16.928 166.7408
-17.48 193.2 -16.0816 177.744
-16.56 200.56 -15.2352 184.5152
-14.72 212.52 -13.5424 195.5184
-15.64 219.88 -14.3888 202.2896
-13.8 232.76 -12.696 214.1392
-11.96 241.04 -11.0032 221.7568
-11.04 254.84 -10.1568 234.4528
-9.2 262.2 -8.464 241.224
-6.44 279.68 -5.9248 257.3056
-4.6 287.96 -4.232 264.9232
0.0 304.52 0.0 280.1584
1.84 311.88 1.6928 286.9296
5.52 326.6 5.0784 300.472
8.28 334.88 7.6176 308.0896
11.96 349.6 11.0032 321.632
15.64 366.16 14.3888 336.8672
19.32 374.44 17.7744 344.4848
27.6 391.92 25.392 360.5664
30.36 402.96 27.9312 370.7232
39.56 425.04 36.3952 391.0368
44.16 435.16 40.6272 400.3472
52.44 453.56 48.2448 417.2752
57.04 461.84 52.4768 424.8928
66.24 479.32 60.9408 440.9744
70.84 488.52 65.1728 449.4384
80.96 506.0 74.4832 465.52
85.56 515.2 78.7152 473.984
97.52 533.6 89.7184 490.912
103.04 540.96 94.7968 497.6832
114.08 558.44 104.9536 513.7648
125.12 571.32 115.1104 525.6144
130.64 578.68 120.1888 532.3856
144.44 592.48 132.8848 545.0816
149.04 598.0 137.1168 550.16
159.16 605.36 146.4272 556.9312
163.76 609.96 150.6592 561.1632
174.8 619.16 160.816 569.6272
178.48 621.0 164.2016 571.32
190.44 627.44 175.2048 577.2448
193.2 629.28 177.744 578.9376
202.4 634.8 186.208 584.016
205.16 634.8 188.7472 584.016
213.44 636.64 196.3648 585.7088
218.04 636.64 200.5968 585.7088
224.48 638.48 206.5216 587.4016
228.16 639.4 209.9072 588.248
234.6 639.4 215.832 588.248
241.96 637.56 222.6032 586.5552
245.64 635.72 225.9888 584.8624
252.08 632.96 231.9136 582.3232
256.68 630.2 236.1456 579.784
263.12 623.76 242.0704 573.8592
265.88 621.0 244.6096 571.32
270.48 616.4 248.8416 567.088
273.24 613.64 251.3808 564.5488
278.76 605.36 256.4592 556.9312
279.68 603.52 257.3056 555.2384
283.36 594.32 260.6912 546.7744
285.2 591.56 262.384 544.2352
287.96 583.28 264.9232 536.6176
288.88 579.6 265.7696 533.232
290.72 571.32 267.4624 525.6144
293.48 561.2 270.0016 516.304
293.48 555.68 270.0016 511.2256
294.4 547.4 270.848 503.608
295.32 542.8 271.6944 499.376
297.16 532.68 273.3872 490.0656
297.16 529.92 273.3872 487.5264
299.92 518.88 275.9264 477.3696
299.0 514.28 275.08 473.1376
299.92 506.0 275.9264 465.52
300.84 504.16 276.7728 463.8272
299.92 493.12 275.9264 453.6704
299.0 488.52 275.08 449.4384
299.0 475.64 275.08 437.5888
298.08 468.28 274.2336 430.8176
296.24 454.48 272.5408 418.1216
295.32 445.28 271.6944 409.6576
296.24 443.44 272.5408 407.9648
294.4 436.08 270.848 401.1936
294.4 433.32 270.848 398.6544
292.56 427.8 269.1552 393.576
293.48 424.12 270.0016 390.1904
291.64 414.0 268.3088 380.88
289.8 410.32 266.616 377.4944
288.88 402.04 265.7696 369.8768
287.96 398.36 264.9232 366.4912
286.12 390.08 263.2304 358.8736
285.2 386.4 262.384 355.488
284.28 376.28 261.5376 346.1776
283.36 371.68 260.6912 341.9456
281.52 364.32 258.9984 335.1744
280.6 361.56 258.152 332.6352
277.84 353.28 255.6128 325.0176
275.08 349.6 253.0736 321.632
275.08 345.92 253.0736 318.2464
271.4 336.72 249.688 309.7824
269.56 332.12 247.9952 305.5504
264.96 320.16 243.7632 294.5472
264.04 313.72 242.9168 288.6224
258.52 299.92 237.8384 275.9264
255.76 291.64 235.2992 268.3088
249.32 273.24 229.3744 251.3808
247.48 265.88 227.6816 244.6096
239.2 249.32 220.064 229.3744
236.44 241.96 217.5248 222.6032
230.92 226.32 212.4464 208.2144
225.4 219.88 207.368 202.2896
218.96 202.4 201.4432 186.208
210.68 186.76 193.8256 171.8192
206.08 180.32 189.5936 165.8944
197.8 161.92 181.976 148.9664
192.28 153.64 176.8976 141.3488
184.0 140.76 169.28 129.4992
179.4 136.16 165.048 125.2672
172.04 126.04 158.2768 115.9568
168.36 119.6 154.8912 110.032
163.76 113.16 150.6592 104.1072
160.08 109.48 147.2736 100.7216
156.4 103.96 143.888 95.6432
154.56 103.04 142.1952 94.7968
150.88 97.52 138.8096 89.7184
148.12 94.76 136.2704 87.1792
143.52 89.24 132.0384 82.1008
138.92 84.64 127.8064 77.8688
137.08 81.88 126.1136 75.3296
129.72 76.36 119.3424 70.2512
128.8 73.6 118.496 67.712
121.44 68.08 111.7248 62.6336
118.68 64.4 109.1856 59.248
113.16 60.72 104.1072 55.8624
109.48 58.88 100.7216 54.1696
104.88 54.28 96.4896 49.9376
101.2 52.44 93.104 48.2448
97.52 49.68 89.7184 45.7056
93.84 46.92 86.3328 43.1664
88.32 45.08 81.2544 41.4736
86.48 42.32 79.5616 38.9344
80.96 40.48 74.4832 37.2416
78.2 39.56 71.944 36.3952
73.6 36.8 67.712 33.856
69.0 35.88 63.48 33.0096
67.16 35.88 61.7872 33.0096
63.48 34.96 58.4016 32.1632
61.64 34.96 56.7088 32.1632
58.88 34.96 54.1696 32.1632
57.96 34.04 53.3232 31.3168
55.2 33.12 50.784 30.4704
52.44 34.96 48.2448 32.1632
48.76 34.04 44.8592 31.3168
46.92 34.04 43.1664 31.3168
44.16 34.04 40.6272 31.3168
42.32 34.04 38.9344 31.3168
40.48 34.96 37.2416 32.1632
38.64 34.96 35.5488 32.1632
35.88 34.96 33.0096 32.1632
34.04 36.8 31.3168 33.856
32.2 37.72 29.624 34.7024
29.44 39.56 27.0848 36.3952
27.6 40.48 25.392 37.2416
23.0 41.4 21.16 38.088
21.16 42.32 19.4672 38.9344
