-41.4 187.68 -38.088 172.6656
-38.64 192.28 -35.5488 176.8976
-37.72 192.28 -34.7024 176.8976
-37.72 194.12 -34.7024 178.5904
-38.64 193.2 -35.5488 177.744
-38.64 193.2 -35.5488 177.744
-37.72 195.04 -34.7024 179.4368
-39.56 193.2 -36.3952 177.744
-39.56 193.2 -36.3952 177.744
-39.56 193.2 -36.3952 177.744
-39.56 192.28 -36.3952 176.8976
-39.56 186.76 -36.3952 171.8192
-40.48 181.24 -37.2416 166.7408
-43.24 170.2 -39.7808 156.584
-43.24 165.6 -39.7808 152.352
-45.08 155.48 -41.4736 143.0416
-47.84 141.68 -44.0128 130.3456
-46.92 135.24 -43.1664 124.4208
-51.52 113.16 -47.3984 104.1072
-54.28 100.28 -49.9376 92.2576
-56.12 79.12 -51.6304 72.7904
-57.04 70.84 -52.4768 65.1728
-54.28 54.28 -49.9376 49.9376
-52.44 46.92 -48.2448 43.1664
-49.68 22.08 -45.7056 20.3136
-47.84 12.88 -44.0128 11.8496
-44.16 5.52 -40.6272 5.0784
-41.4 1.84 -38.088 1.6928
-31.28 -1.84 -28.7776 -1.6928
-28.52 -6.44 -26.2384 -5.9248
-25.76 -23.0 -23.6992 -21.16
-20.24 -24.84 -18.6208 -22.8528
-18.4 -24.84 -16.928 -22.8528
-14.72 -30.36 -13.5424 -27.9312
-16.56 -36.8 -15.2352 -33.856
-13.8 -42.32 -12.696 -38.9344
-11.96 -43.24 -11.0032 -39.7808
-3.68 -45.08 -3.3856 -41.4736
-2.76 -45.08 -2.5392 -41.4736
1.84 -52.44 1.6928 -48.2448
7.36 -50.6 6.7712 -46.552
18.4 -43.24 16.928 -39.7808
23.0 -42.32 21.16 -38.9344
34.96 -39.56 32.1632 -36.3952
37.72 -40.48 34.7024 -37.2416
46.92 -39.56 43.1664 -36.3952
54.28 -30.36 49.9376 -27.9312
69.0 -7.36 63.48 -6.7712
79.12 0.92 72.7904 0.8464
84.64 5.52 77.8688 5.0784
90.16 6.44 82.9472 5.9248
93.84 8.28 86.3328 7.6176
